"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","branch.4fv7","randomiser.k5rb","randomiser.rz7w","Slider_LH.object.2.Value","Random_ID"
"1",1727870063532,"02/10/2024 11:54:23",1727873663532,1,"02/10/2024 13:54:23",187387,10,"questionnaire-txxf",NA,40400744,11788793,NA,"complete",NA,"66fd32ef095d61ce8a8dc1a9","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1536x864","1536x742",NA,NA,0,"Life Happiness",2,"In","BCADKEJFIGH",NA,"In","HM_OCT","seq2","21","MDPRF42220"
"1",1727870063613,"02/10/2024 11:54:23",1727873663613,1,"02/10/2024 13:54:23",187387,10,"questionnaire-txxf",NA,40400745,11788785,NA,"complete",NA,"66fd323921b25aab58685bf2","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1792x1120","1792x1032",NA,NA,0,"Life Happiness",2,"In","CDBEAFKGJHI",NA,"In","HM_OCT","seq5","50","MDPRF62293"
"1",1727870077524,"02/10/2024 11:54:37",1727873677524,1,"02/10/2024 13:54:37",187387,10,"questionnaire-txxf",NA,40400757,11788805,NA,"complete",NA,"66fd33703be3360d6ed81876","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1920x1080","1920x919",NA,NA,0,"Life Happiness",2,"In","HIGJFKEADBC",NA,"In","MH_OCT","seq4","69","MDPRF52248"
"1",1727870091090,"02/10/2024 11:54:51",1727873691090,1,"02/10/2024 13:54:51",187387,10,"questionnaire-txxf",NA,40400769,11788783,NA,"complete",NA,"66fd30fbcf8509ba90bc0112","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1470x956","1470x831",NA,NA,0,"Life Happiness",2,"In","KAJBICHDGEF",NA,"In","MH_OCT","seq2","34","MDPRF79546"
"1",1727870111222,"02/10/2024 11:55:11",1727873711222,1,"02/10/2024 13:55:11",187387,10,"questionnaire-txxf",NA,40400778,11788810,NA,"complete",NA,"66fd33603eb87d626a44b07c","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1824x1042","1823x1038",NA,NA,0,"Life Happiness",2,"In","IJHKGAFBECD",NA,"In","MH_OCT","seq4","66","MDPRF60918"
"1",1727870268766,"02/10/2024 11:57:48",1727873868766,1,"02/10/2024 13:57:48",187387,10,"questionnaire-txxf",NA,40400881,11788813,NA,"complete",NA,"66fd2fbd6af9736307863970","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1536x864","1536x695",NA,NA,0,"Life Happiness",2,"In","JKIAHBGCFDE",NA,"In","HM_OCT","seq5","-62","MDPRF96879"
"1",1727870588714,"02/10/2024 12:03:08",1727856188714,-4,"02/10/2024 04:03:08",187387,10,"questionnaire-txxf",NA,40401038,11788817,NA,"complete",NA,"66fd3423f00ab6968144b083","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1280x720","1280x593",NA,NA,0,"Life Happiness",2,"In","ABKCJDIEHFG",NA,"In","HM_OCT","seq5","54","MDPRF95242"
"1",1727870656895,"02/10/2024 12:04:16",1727874256895,1,"02/10/2024 14:04:16",187387,10,"questionnaire-txxf",NA,40401065,11788681,NA,"complete",NA,"66fd2f6bd68f9a9ab83fd430","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1680x1050","1680x962",NA,NA,0,"Life Happiness",2,"In","CDBEAFKGJHI",NA,"In","HM_OCT","seq5","71","MDPRF33027"
"1",1727870672915,"02/10/2024 12:04:32",1727874272915,1,"02/10/2024 14:04:32",187387,10,"questionnaire-txxf",NA,40401070,11788858,NA,"complete",NA,"66fd369b10d0b4b6ac7c2ad5","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1920x1080","1920x919",NA,NA,0,"Life Happiness",2,"In","FGEHDICJBKA",NA,"In","HM_OCT","seq3","-65","MDPRF31886"
"1",1727870674359,"02/10/2024 12:04:34",1727856274359,-4,"02/10/2024 04:04:34",187387,10,"questionnaire-txxf",NA,40401072,11788852,NA,"complete",NA,"66fd35d7ba789114337066f1","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1440x900","1440x673",NA,NA,0,"Life Happiness",2,"In","EFDGCHBIAJK",NA,"In","MH_OCT","seq1","44","MDPRF23983"
