"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","randomiser.a4zk","Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID"
"2",1695752468957,"26/09/2023 18:21:08",1695738068957,-4,"26/09/2023 10:21:08",144339,3,"questionnaire-uu2n",NA,31879884,9425531,NA,"complete","jtiljg","39PAAFCODSZVSHSQJW8DV3KBKQYVT0","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1600x900","1600x751",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKEADBC",NA,"LH","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",5887.94899990463,5874.885,5887.94899990463,5887.94899990463,5874.885,5887.94899990463,1,5887.94899990463,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPAMT61541"
"3",1695752468957,"26/09/2023 18:21:08",1695738068957,-4,"26/09/2023 10:21:08",144339,3,"questionnaire-uu2n",NA,31879884,9425531,NA,"complete","jtiljg","39PAAFCODSZVSHSQJW8DV3KBKQYVT0","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1600x900","1600x751",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKEADBC",NA,"LH","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",1646.998,5874.885,5889.74899997616,1646.998,5874.885,5889.74899997616,1,1646.998,4242.75099997616,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPAMT61541"
"4",1695752468958,"26/09/2023 18:21:08",1695738068958,-4,"26/09/2023 10:21:08",144339,3,"questionnaire-uu2n",NA,31879884,9425531,NA,"complete","jtiljg","39PAAFCODSZVSHSQJW8DV3KBKQYVT0","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1600x900","1600x751",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKEADBC",NA,"LH","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",2190.774,5874.885,5890.14899995232,2190.774,5874.885,5890.14899995232,1,2190.774,3699.37499995232,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPAMT61541"
"5",1695752468958,"26/09/2023 18:21:08",1695738068958,-4,"26/09/2023 10:21:08",144339,3,"questionnaire-uu2n",NA,31879884,9425531,NA,"complete","jtiljg","39PAAFCODSZVSHSQJW8DV3KBKQYVT0","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1600x900","1600x751",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKEADBC",NA,"LH","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",2631.934,5874.885,5890.54899992847,2631.934,5874.885,5890.54899992847,1,2631.934,3258.61499992847,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPAMT61541"
"6",1695752472282,"26/09/2023 18:21:12",1695738072282,-4,"26/09/2023 10:21:12",144339,3,"questionnaire-uu2n",NA,31879884,9425531,NA,"complete","jtiljg","39PAAFCODSZVSHSQJW8DV3KBKQYVT0","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1600x900","1600x751",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKEADBC",NA,"LH","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",3339.66399992847,3333.974,3339.66399992847,3339.66399992847,3333.974,3339.66399992847,1,3339.66399992847,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPAMT61541"
"7",1695752472283,"26/09/2023 18:21:12",1695738072283,-4,"26/09/2023 10:21:12",144339,3,"questionnaire-uu2n",NA,31879884,9425531,NA,"complete","jtiljg","39PAAFCODSZVSHSQJW8DV3KBKQYVT0","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1600x900","1600x751",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKEADBC",NA,"LH","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","4",1701.139,3333.974,3340.16399992847,1701.139,3333.974,3340.16399992847,1,1701.139,1639.02499992848,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPAMT61541"
"8",1695752472283,"26/09/2023 18:21:12",1695738072283,-4,"26/09/2023 10:21:12",144339,3,"questionnaire-uu2n",NA,31879884,9425531,NA,"complete","jtiljg","39PAAFCODSZVSHSQJW8DV3KBKQYVT0","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1600x900","1600x751",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKEADBC",NA,"LH","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","5",2249.317,3333.974,3340.56399990463,2249.317,3333.974,3340.56399990463,1,2249.317,1091.24699990463,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPAMT61541"
"9",1695752472284,"26/09/2023 18:21:12",1695738072284,-4,"26/09/2023 10:21:12",144339,3,"questionnaire-uu2n",NA,31879884,9425531,NA,"complete","jtiljg","39PAAFCODSZVSHSQJW8DV3KBKQYVT0","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1600x900","1600x751",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKEADBC",NA,"LH","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","4",2792.817,3333.974,3341.16399992847,2792.817,3333.974,3341.16399992847,1,2792.817,548.346999928475,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPAMT61541"
"10",1695752475956,"26/09/2023 18:21:15",1695738075956,-4,"26/09/2023 10:21:15",144339,3,"questionnaire-uu2n",NA,31879884,9425531,NA,"complete","jtiljg","39PAAFCODSZVSHSQJW8DV3KBKQYVT0","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1600x900","1600x751",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKEADBC",NA,"LH","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",3679.08999990463,3669.09,3679.08999990463,3679.08999990463,3669.09,3679.08999990463,1,3679.08999990463,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPAMT61541"
"11",1695752475961,"26/09/2023 18:21:15",1695738075961,-4,"26/09/2023 10:21:15",144339,3,"questionnaire-uu2n",NA,31879884,9425531,NA,"complete","jtiljg","39PAAFCODSZVSHSQJW8DV3KBKQYVT0","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1600x900","1600x751",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKEADBC",NA,"LH","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","4",1637.793,3669.09,3684.18999992847,1637.793,3669.09,3684.18999992847,1,1637.793,2046.39699992847,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPAMT61541"
"12",1695752475961,"26/09/2023 18:21:15",1695738075961,-4,"26/09/2023 10:21:15",144339,3,"questionnaire-uu2n",NA,31879884,9425531,NA,"complete","jtiljg","39PAAFCODSZVSHSQJW8DV3KBKQYVT0","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1600x900","1600x751",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKEADBC",NA,"LH","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","5",2357.859,3669.09,3684.99,2357.859,3669.09,3684.99,1,2357.859,1327.131,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPAMT61541"
"13",1695752475962,"26/09/2023 18:21:15",1695738075962,-4,"26/09/2023 10:21:15",144339,3,"questionnaire-uu2n",NA,31879884,9425531,NA,"complete","jtiljg","39PAAFCODSZVSHSQJW8DV3KBKQYVT0","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1600x900","1600x751",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKEADBC",NA,"LH","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","5",2998.742,3669.09,3685.49,2998.742,3669.09,3685.49,1,2998.742,686.748,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPAMT61541"
"14",1695752475964,"26/09/2023 18:21:15",1695738075964,-4,"26/09/2023 10:21:15",144339,3,"questionnaire-uu2n",NA,31879884,9425531,NA,"complete","jtiljg","39PAAFCODSZVSHSQJW8DV3KBKQYVT0","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1600x900","1600x751",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKEADBC",NA,"LH","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT61541"
"1",1695752563686,"26/09/2023 18:22:43",1695738163686,-4,"26/09/2023 10:22:43",144339,3,"questionnaire-uu2n",NA,31879950,9425567,NA,"complete","umvfhu","33C7UALJVRXW8LK49KDTXJH8H98811","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGAFBECD",NA,"LH","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT77733"
"2",1695752668212,"26/09/2023 18:24:28",1695738268212,-4,"26/09/2023 10:24:28",144339,3,"questionnaire-uu2n",NA,31879950,9425567,NA,"complete","umvfhu","33C7UALJVRXW8LK49KDTXJH8H98811","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGAFBECD",NA,"LH","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",104537.655000095,104529.413,104537.655000095,104537.655000095,104529.413,104537.655000095,1,104537.655000095,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPAMT77733"
"3",1695752668214,"26/09/2023 18:24:28",1695738268214,-4,"26/09/2023 10:24:28",144339,3,"questionnaire-uu2n",NA,31879950,9425567,NA,"complete","umvfhu","33C7UALJVRXW8LK49KDTXJH8H98811","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGAFBECD",NA,"LH","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",61147.614,104529.413,104540.055000191,61147.614,104529.413,104540.055000191,1,61147.614,43392.4410001907,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPAMT77733"
"4",1695752668214,"26/09/2023 18:24:28",1695738268214,-4,"26/09/2023 10:24:28",144339,3,"questionnaire-uu2n",NA,31879950,9425567,NA,"complete","umvfhu","33C7UALJVRXW8LK49KDTXJH8H98811","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGAFBECD",NA,"LH","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",62223.508,104529.413,104540.455000048,62223.508,104529.413,104540.455000048,1,62223.508,42316.9470000477,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPAMT77733"
"5",1695752668215,"26/09/2023 18:24:28",1695738268215,-4,"26/09/2023 10:24:28",144339,3,"questionnaire-uu2n",NA,31879950,9425567,NA,"complete","umvfhu","33C7UALJVRXW8LK49KDTXJH8H98811","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGAFBECD",NA,"LH","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",101941.745,104529.413,104540.655000095,101941.745,104529.413,104540.655000095,1,101941.745,2598.91000009536,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPAMT77733"
"6",1695752672221,"26/09/2023 18:24:32",1695738272221,-4,"26/09/2023 10:24:32",144339,3,"questionnaire-uu2n",NA,31879950,9425567,NA,"complete","umvfhu","33C7UALJVRXW8LK49KDTXJH8H98811","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGAFBECD",NA,"LH","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",4017.24200009537,4004.29400000001,4017.24200009537,4017.24200009537,4004.29400000001,4017.24200009537,1,4017.24200009537,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPAMT77733"
"7",1695752672221,"26/09/2023 18:24:32",1695738272221,-4,"26/09/2023 10:24:32",144339,3,"questionnaire-uu2n",NA,31879950,9425567,NA,"complete","umvfhu","33C7UALJVRXW8LK49KDTXJH8H98811","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGAFBECD",NA,"LH","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","5",1692.58100000001,4004.29400000001,4017.842,1692.58100000001,4004.29400000001,4017.842,1,1692.58100000001,2325.261,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPAMT77733"
"8",1695752672222,"26/09/2023 18:24:32",1695738272222,-4,"26/09/2023 10:24:32",144339,3,"questionnaire-uu2n",NA,31879950,9425567,NA,"complete","umvfhu","33C7UALJVRXW8LK49KDTXJH8H98811","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGAFBECD",NA,"LH","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","4",2741.88800000001,4004.29400000001,4018.24200009537,2741.88800000001,4004.29400000001,4018.24200009537,1,2741.88800000001,1276.35400009537,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPAMT77733"
"9",1695752672222,"26/09/2023 18:24:32",1695738272222,-4,"26/09/2023 10:24:32",144339,3,"questionnaire-uu2n",NA,31879950,9425567,NA,"complete","umvfhu","33C7UALJVRXW8LK49KDTXJH8H98811","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGAFBECD",NA,"LH","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","5",3207.98400000001,4004.29400000001,4018.64200019074,3207.98400000001,4004.29400000001,4018.64200019074,1,3207.98400000001,810.658000190728,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPAMT77733"
"10",1695752676328,"26/09/2023 18:24:36",1695738276328,-4,"26/09/2023 10:24:36",144339,3,"questionnaire-uu2n",NA,31879950,9425567,NA,"complete","umvfhu","33C7UALJVRXW8LK49KDTXJH8H98811","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGAFBECD",NA,"LH","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",4119.84800019073,4112.932,4119.84800019073,4119.84800019073,4112.932,4119.84800019073,1,4119.84800019073,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPAMT77733"
"11",1695752676328,"26/09/2023 18:24:36",1695738276328,-4,"26/09/2023 10:24:36",144339,3,"questionnaire-uu2n",NA,31879950,9425567,NA,"complete","umvfhu","33C7UALJVRXW8LK49KDTXJH8H98811","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGAFBECD",NA,"LH","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","4",1759.24699999999,4112.932,4120.44800009536,1759.24699999999,4112.932,4120.44800009536,1,1759.24699999999,2361.20100009537,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPAMT77733"
"12",1695752676328,"26/09/2023 18:24:36",1695738276328,-4,"26/09/2023 10:24:36",144339,3,"questionnaire-uu2n",NA,31879950,9425567,NA,"complete","umvfhu","33C7UALJVRXW8LK49KDTXJH8H98811","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGAFBECD",NA,"LH","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","6",2378.421,4112.932,4120.84800019073,2378.421,4112.932,4120.84800019073,1,2378.421,1742.42700019073,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPAMT77733"
"13",1695752676329,"26/09/2023 18:24:36",1695738276329,-4,"26/09/2023 10:24:36",144339,3,"questionnaire-uu2n",NA,31879950,9425567,NA,"complete","umvfhu","33C7UALJVRXW8LK49KDTXJH8H98811","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGAFBECD",NA,"LH","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","5",2981.44399999999,4112.932,4121.24800004768,2981.44399999999,4112.932,4121.24800004768,1,2981.44399999999,1139.80400004769,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPAMT77733"
"14",1695752676330,"26/09/2023 18:24:36",1695738276330,-4,"26/09/2023 10:24:36",144339,3,"questionnaire-uu2n",NA,31879950,9425567,NA,"complete","umvfhu","33C7UALJVRXW8LK49KDTXJH8H98811","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGAFBECD",NA,"LH","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT77733"
"1",1695754304739,"26/09/2023 18:51:44",1695739904739,-4,"26/09/2023 10:51:44",144339,3,"questionnaire-uu2n",NA,31880919,9425561,NA,"complete","dxbrrk","3TEM0PF1QBW8IRVDU9K956CZN8X0DU","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","JKIAHBGCFDE",NA,"HL","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT02660"
"2",1695754314288,"26/09/2023 18:51:54",1695739914288,-4,"26/09/2023 10:51:54",144339,3,"questionnaire-uu2n",NA,31880919,9425561,NA,"complete","dxbrrk","3TEM0PF1QBW8IRVDU9K956CZN8X0DU","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","JKIAHBGCFDE",NA,"HL","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",9561.766,9549.956,9561.766,9561.766,9549.956,9561.766,1,9561.766,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPAMT02660"
"3",1695754314289,"26/09/2023 18:51:54",1695739914289,-4,"26/09/2023 10:51:54",144339,3,"questionnaire-uu2n",NA,31880919,9425561,NA,"complete","dxbrrk","3TEM0PF1QBW8IRVDU9K956CZN8X0DU","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","JKIAHBGCFDE",NA,"HL","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",2565.838,9549.956,9566.622,2565.838,9549.956,9566.622,1,2565.838,7000.784,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPAMT02660"
"4",1695754314289,"26/09/2023 18:51:54",1695739914289,-4,"26/09/2023 10:51:54",144339,3,"questionnaire-uu2n",NA,31880919,9425561,NA,"complete","dxbrrk","3TEM0PF1QBW8IRVDU9K956CZN8X0DU","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","JKIAHBGCFDE",NA,"HL","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",4238.524,9549.956,9566.622,4238.524,9549.956,9566.622,1,4238.524,5328.098,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPAMT02660"
"5",1695754314289,"26/09/2023 18:51:54",1695739914289,-4,"26/09/2023 10:51:54",144339,3,"questionnaire-uu2n",NA,31880919,9425561,NA,"complete","dxbrrk","3TEM0PF1QBW8IRVDU9K956CZN8X0DU","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","JKIAHBGCFDE",NA,"HL","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","3",6521.17,9549.956,9566.622,6521.17,9549.956,9566.622,1,6521.17,3045.452,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPAMT02660"
"6",1695754333360,"26/09/2023 18:52:13",1695739933360,-4,"26/09/2023 10:52:13",144339,3,"questionnaire-uu2n",NA,31880919,9425561,NA,"complete","dxbrrk","3TEM0PF1QBW8IRVDU9K956CZN8X0DU","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","JKIAHBGCFDE",NA,"HL","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",19090.2099996185,19085.078,19090.2099996185,19090.2099996185,19085.078,19090.2099996185,1,19090.2099996185,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPAMT02660"
"7",1695754333363,"26/09/2023 18:52:13",1695739933363,-4,"26/09/2023 10:52:13",144339,3,"questionnaire-uu2n",NA,31880919,9425561,NA,"complete","dxbrrk","3TEM0PF1QBW8IRVDU9K956CZN8X0DU","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","JKIAHBGCFDE",NA,"HL","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","6",9767.501,19085.078,19093.9099999046,9767.501,19085.078,19093.9099999046,1,9767.501,9326.40899990463,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPAMT02660"
"8",1695754333364,"26/09/2023 18:52:13",1695739933364,-4,"26/09/2023 10:52:13",144339,3,"questionnaire-uu2n",NA,31880919,9425561,NA,"complete","dxbrrk","3TEM0PF1QBW8IRVDU9K956CZN8X0DU","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","JKIAHBGCFDE",NA,"HL","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","4",11405.58,19085.078,19094.4099999046,11405.58,19085.078,19094.4099999046,1,11405.58,7688.82999990463,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPAMT02660"
"9",1695754333364,"26/09/2023 18:52:13",1695739933364,-4,"26/09/2023 10:52:13",144339,3,"questionnaire-uu2n",NA,31880919,9425561,NA,"complete","dxbrrk","3TEM0PF1QBW8IRVDU9K956CZN8X0DU","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","JKIAHBGCFDE",NA,"HL","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","5",14099.141,19085.078,19094.81,14099.141,19085.078,19094.81,1,14099.141,4995.669,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPAMT02660"
"10",1695754342485,"26/09/2023 18:52:22",1695739942485,-4,"26/09/2023 10:52:22",144339,3,"questionnaire-uu2n",NA,31880919,9425561,NA,"complete","dxbrrk","3TEM0PF1QBW8IRVDU9K956CZN8X0DU","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","JKIAHBGCFDE",NA,"HL","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",9130.63199961853,9116.998,9130.63199961853,9130.63199961853,9116.998,9130.63199961853,1,9130.63199961853,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPAMT02660"
"11",1695754342486,"26/09/2023 18:52:22",1695739942486,-4,"26/09/2023 10:52:22",144339,3,"questionnaire-uu2n",NA,31880919,9425561,NA,"complete","dxbrrk","3TEM0PF1QBW8IRVDU9K956CZN8X0DU","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","JKIAHBGCFDE",NA,"HL","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","3",1636.097,9116.998,9131.43199980926,1636.097,9116.998,9131.43199980926,1,1636.097,7495.33499980926,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPAMT02660"
"12",1695754342486,"26/09/2023 18:52:22",1695739942486,-4,"26/09/2023 10:52:22",144339,3,"questionnaire-uu2n",NA,31880919,9425561,NA,"complete","dxbrrk","3TEM0PF1QBW8IRVDU9K956CZN8X0DU","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","JKIAHBGCFDE",NA,"HL","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","6",4624.919,9116.998,9131.83199990463,4624.919,9116.998,9131.83199990463,1,4624.919,4506.91299990463,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPAMT02660"
"13",1695754342487,"26/09/2023 18:52:22",1695739942487,-4,"26/09/2023 10:52:22",144339,3,"questionnaire-uu2n",NA,31880919,9425561,NA,"complete","dxbrrk","3TEM0PF1QBW8IRVDU9K956CZN8X0DU","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","JKIAHBGCFDE",NA,"HL","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","7",7689.017,9116.998,9132.33199990463,7689.017,9116.998,9132.33199990463,1,7689.017,1443.31499990463,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPAMT02660"
"14",1695754342492,"26/09/2023 18:52:22",1695739942492,-4,"26/09/2023 10:52:22",144339,3,"questionnaire-uu2n",NA,31880919,9425561,NA,"complete","dxbrrk","3TEM0PF1QBW8IRVDU9K956CZN8X0DU","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","JKIAHBGCFDE",NA,"HL","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT02660"
