"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID"
"12",1694123677507,"07/09/2023 21:54:37",1694109277507,-4,"07/09/2023 13:54:37",142342,3,"questionnaire-uu2n",NA,31571401,9337506,NA,"complete","wvfrhs","3VNL7UK1XLI6WK60JH39DHHPWNMFTQ","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1600x900","1225x726",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHKIJ",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","3",1900.651,3992.329,4001.09900014305,1900.651,3992.329,4001.09900014305,1,1900.651,2100.44800014305,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPAMT34462"
"13",1694123677507,"07/09/2023 21:54:37",1694109277507,-4,"07/09/2023 13:54:37",142342,3,"questionnaire-uu2n",NA,31571401,9337506,NA,"complete","wvfrhs","3VNL7UK1XLI6WK60JH39DHHPWNMFTQ","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1600x900","1225x726",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHKIJ",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","4",2481.838,3992.329,4001.499,2481.838,3992.329,4001.499,1,2481.838,1519.661,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPAMT34462"
"14",1694123677508,"07/09/2023 21:54:37",1694109277508,-4,"07/09/2023 13:54:37",142342,3,"questionnaire-uu2n",NA,31571401,9337506,NA,"complete","wvfrhs","3VNL7UK1XLI6WK60JH39DHHPWNMFTQ","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1600x900","1225x726",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHKIJ",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","3",3070.216,3992.329,4001.89900009537,3070.216,3992.329,4001.89900009537,1,3070.216,931.683000095367,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPAMT34462"
"15",1694123677510,"07/09/2023 21:54:37",1694109277510,-4,"07/09/2023 13:54:37",142342,3,"questionnaire-uu2n",NA,31571401,9337506,NA,"complete","wvfrhs","3VNL7UK1XLI6WK60JH39DHHPWNMFTQ","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1600x900","1225x726",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHKIJ",NA,"Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT34462"
"1",1694126215930,"07/09/2023 22:36:55",1694111815930,-4,"07/09/2023 14:36:55",142342,3,"questionnaire-uu2n",NA,31573005,9337754,NA,"complete","xkyeqk","3TVRFO09GQEZDTPGA274XX7F4ZSXLU","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","EFDGCHBIAJK",NA,"Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT65847"
"2",1694126238810,"07/09/2023 22:37:18",1694111838810,-4,"07/09/2023 14:37:18",142342,3,"questionnaire-uu2n",NA,31573005,9337754,NA,"complete","xkyeqk","3TVRFO09GQEZDTPGA274XX7F4ZSXLU","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","EFDGCHBIAJK",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",22893.140000003,22881.912,22893.140000003,22893.140000003,22881.912,22893.140000003,1,22893.140000003,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPAMT65847"
"3",1694126238812,"07/09/2023 22:37:18",1694111838812,-4,"07/09/2023 14:37:18",142342,3,"questionnaire-uu2n",NA,31573005,9337754,NA,"complete","xkyeqk","3TVRFO09GQEZDTPGA274XX7F4ZSXLU","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","EFDGCHBIAJK",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",20329.564,22881.912,22895.5400000089,20329.564,22881.912,22895.5400000089,1,20329.564,2565.97600000894,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPAMT65847"
"4",1694126238812,"07/09/2023 22:37:18",1694111838812,-4,"07/09/2023 14:37:18",142342,3,"questionnaire-uu2n",NA,31573005,9337754,NA,"complete","xkyeqk","3TVRFO09GQEZDTPGA274XX7F4ZSXLU","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","EFDGCHBIAJK",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",20893.487,22881.912,22895.94,20893.487,22881.912,22895.94,1,20893.487,2002.453,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPAMT65847"
"5",1694126238812,"07/09/2023 22:37:18",1694111838812,-4,"07/09/2023 14:37:18",142342,3,"questionnaire-uu2n",NA,31573005,9337754,NA,"complete","xkyeqk","3TVRFO09GQEZDTPGA274XX7F4ZSXLU","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","EFDGCHBIAJK",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",21711.203,22881.912,22896.239999997,21711.203,22881.912,22896.239999997,1,21711.203,1185.03699999702,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPAMT65847"
"6",1694126241665,"07/09/2023 22:37:21",1694111841665,-4,"07/09/2023 14:37:21",142342,3,"questionnaire-uu2n",NA,31573005,9337754,NA,"complete","xkyeqk","3TVRFO09GQEZDTPGA274XX7F4ZSXLU","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","EFDGCHBIAJK",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",2866.62800000894,2860.989,2866.62800000894,2866.62800000894,2860.989,2866.62800000894,1,2866.62800000894,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPAMT65847"
"7",1694126241665,"07/09/2023 22:37:21",1694111841665,-4,"07/09/2023 14:37:21",142342,3,"questionnaire-uu2n",NA,31573005,9337754,NA,"complete","xkyeqk","3TVRFO09GQEZDTPGA274XX7F4ZSXLU","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","EFDGCHBIAJK",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","6",1256.443,2860.989,2867.028,1256.443,2860.989,2867.028,1,1256.443,1610.585,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPAMT65847"
"8",1694126241665,"07/09/2023 22:37:21",1694111841665,-4,"07/09/2023 14:37:21",142342,3,"questionnaire-uu2n",NA,31573005,9337754,NA,"complete","xkyeqk","3TVRFO09GQEZDTPGA274XX7F4ZSXLU","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","EFDGCHBIAJK",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","6",1738.016,2860.989,2867.32799999702,1738.016,2860.989,2867.32799999702,1,1738.016,1129.31199999702,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPAMT65847"
"9",1694126241666,"07/09/2023 22:37:21",1694111841666,-4,"07/09/2023 14:37:21",142342,3,"questionnaire-uu2n",NA,31573005,9337754,NA,"complete","xkyeqk","3TVRFO09GQEZDTPGA274XX7F4ZSXLU","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","EFDGCHBIAJK",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","5",2383.098,2860.989,2867.72800000298,2383.098,2860.989,2867.72800000298,1,2383.098,484.63000000298,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPAMT65847"
"10",1694126244648,"07/09/2023 22:37:24",1694111844648,-4,"07/09/2023 14:37:24",142342,3,"questionnaire-uu2n",NA,31573005,9337754,NA,"complete","xkyeqk","3TVRFO09GQEZDTPGA274XX7F4ZSXLU","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","EFDGCHBIAJK",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",2989.13900000894,2982.295,2989.13900000894,2989.13900000894,2982.295,2989.13900000894,1,2989.13900000894,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPAMT65847"
"11",1694126244649,"07/09/2023 22:37:24",1694111844649,-4,"07/09/2023 14:37:24",142342,3,"questionnaire-uu2n",NA,31573005,9337754,NA,"complete","xkyeqk","3TVRFO09GQEZDTPGA274XX7F4ZSXLU","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","EFDGCHBIAJK",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","6",1246.657,2982.295,2989.83899999702,1246.657,2982.295,2989.83899999702,1,1246.657,1743.18199999702,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPAMT65847"
"12",1694126244649,"07/09/2023 22:37:24",1694111844649,-4,"07/09/2023 14:37:24",142342,3,"questionnaire-uu2n",NA,31573005,9337754,NA,"complete","xkyeqk","3TVRFO09GQEZDTPGA274XX7F4ZSXLU","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","EFDGCHBIAJK",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","6",1957.824,2982.295,2990.33899999702,1957.824,2982.295,2990.33899999702,1,1957.824,1032.51499999702,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPAMT65847"
"13",1694126244650,"07/09/2023 22:37:24",1694111844650,-4,"07/09/2023 14:37:24",142342,3,"questionnaire-uu2n",NA,31573005,9337754,NA,"complete","xkyeqk","3TVRFO09GQEZDTPGA274XX7F4ZSXLU","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","EFDGCHBIAJK",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","5",2418.38,2982.295,2990.63900000894,2418.38,2982.295,2990.63900000894,1,2418.38,572.25900000894,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPAMT65847"
"14",1694126244651,"07/09/2023 22:37:24",1694111844651,-4,"07/09/2023 14:37:24",142342,3,"questionnaire-uu2n",NA,31573005,9337754,NA,"complete","xkyeqk","3TVRFO09GQEZDTPGA274XX7F4ZSXLU","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","EFDGCHBIAJK",NA,"Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT65847"
"1",1694137933224,"08/09/2023 01:52:13",1694112733224,-7,"07/09/2023 11:52:13",142342,3,"questionnaire-uu2n",NA,31573475,9338143,NA,"complete","zvfati","","computer","Desktop or Laptop","Windows 10","Chrome 109.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKA",NA,"Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT73359"
"2",1694138170782,"08/09/2023 01:56:10",1694112970782,-7,"07/09/2023 11:56:10",142342,3,"questionnaire-uu2n",NA,31573475,9338143,NA,"complete","zvfati","","computer","Desktop or Laptop","Windows 10","Chrome 109.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKA",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",237571,237562.5,237571,237571,237562.5,237571,1,237571,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPAMT75922"
"3",1694138170787,"08/09/2023 01:56:10",1694112970787,-7,"07/09/2023 11:56:10",142342,3,"questionnaire-uu2n",NA,31573475,9338143,NA,"complete","zvfati","","computer","Desktop or Laptop","Windows 10","Chrome 109.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKA",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","3",80593.75,237562.5,237581,80593.75,237562.5,237581,1,80593.75,156987.25,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPAMT43489"
"4",1694138170788,"08/09/2023 01:56:10",1694112970788,-7,"07/09/2023 11:56:10",142342,3,"questionnaire-uu2n",NA,31573475,9338143,NA,"complete","zvfati","","computer","Desktop or Laptop","Windows 10","Chrome 109.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKA",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","8",192218.75,237562.5,237582,192218.75,237562.5,237582,1,192218.75,45363.25,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPAMT28707"
"5",1694138170789,"08/09/2023 01:56:10",1694112970789,-7,"07/09/2023 11:56:10",142342,3,"questionnaire-uu2n",NA,31573475,9338143,NA,"complete","zvfati","","computer","Desktop or Laptop","Windows 10","Chrome 109.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKA",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","0",234406.25,237562.5,237583,234406.25,237562.5,237583,1,234406.25,3176.75,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPAMT71082"
"6",1694138312222,"08/09/2023 01:58:32",1694113112222,-7,"07/09/2023 11:58:32",142342,3,"questionnaire-uu2n",NA,31573475,9338143,NA,"complete","zvfati","","computer","Desktop or Laptop","Windows 10","Chrome 109.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKA",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",141453.5,141437.5,141453.5,141453.5,141437.5,141453.5,1,141453.5,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPAMT73219"
"7",1694138312226,"08/09/2023 01:58:32",1694113112226,-7,"07/09/2023 11:58:32",142342,3,"questionnaire-uu2n",NA,31573475,9338143,NA,"complete","zvfati","","computer","Desktop or Laptop","Windows 10","Chrome 109.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKA",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","8",13687.5,141437.5,141457.5,13687.5,141437.5,141457.5,1,13687.5,127770,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPAMT87900"
"8",1694138312227,"08/09/2023 01:58:32",1694113112227,-7,"07/09/2023 11:58:32",142342,3,"questionnaire-uu2n",NA,31573475,9338143,NA,"complete","zvfati","","computer","Desktop or Laptop","Windows 10","Chrome 109.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKA",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","6",18031.25,141437.5,141457.5,18031.25,141437.5,141457.5,1,18031.25,123426.25,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPAMT62848"
"9",1694138312227,"08/09/2023 01:58:32",1694113112227,-7,"07/09/2023 11:58:32",142342,3,"questionnaire-uu2n",NA,31573475,9338143,NA,"complete","zvfati","","computer","Desktop or Laptop","Windows 10","Chrome 109.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKA",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","8",139375,141437.5,141458.5,139375,141437.5,141458.5,1,139375,2083.5,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPAMT36338"
"10",1694138548947,"08/09/2023 02:02:28",1694113348947,-7,"07/09/2023 12:02:28",142342,3,"questionnaire-uu2n",NA,31573475,9338143,NA,"complete","zvfati","","computer","Desktop or Laptop","Windows 10","Chrome 109.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKA",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",236740,236718.75,236740,236740,236718.75,236740,1,236740,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPAMT72992"
"11",1694138548949,"08/09/2023 02:02:28",1694113348949,-7,"07/09/2023 12:02:28",142342,3,"questionnaire-uu2n",NA,31573475,9338143,NA,"complete","zvfati","","computer","Desktop or Laptop","Windows 10","Chrome 109.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKA",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","6",156375,236718.75,236743,156375,236718.75,236743,1,156375,80368,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPAMT06078"
"12",1694138548950,"08/09/2023 02:02:28",1694113348950,-7,"07/09/2023 12:02:28",142342,3,"questionnaire-uu2n",NA,31573475,9338143,NA,"complete","zvfati","","computer","Desktop or Laptop","Windows 10","Chrome 109.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKA",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","8",162875,236718.75,236744,162875,236718.75,236744,1,162875,73869,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPAMT80434"
"13",1694138548950,"08/09/2023 02:02:28",1694113348950,-7,"07/09/2023 12:02:28",142342,3,"questionnaire-uu2n",NA,31573475,9338143,NA,"complete","zvfati","","computer","Desktop or Laptop","Windows 10","Chrome 109.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKA",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","6",235250,236718.75,236744,235250,236718.75,236744,1,235250,1494,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPAMT78837"
"14",1694138548956,"08/09/2023 02:02:28",1694113348956,-7,"07/09/2023 12:02:28",142342,3,"questionnaire-uu2n",NA,31573475,9338143,NA,"complete","zvfati","","computer","Desktop or Laptop","Windows 10","Chrome 109.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKA",NA,"Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT84358"
"1",1694129794399,"07/09/2023 23:36:34",1694115394399,-4,"07/09/2023 15:36:34",142342,3,"questionnaire-uu2n",NA,31574464,9338259,NA,"complete","gnzhav","3X1FV8S5J3QRNC6KZW96WK5MS3KGVI","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","GHFIEJDKCAB",NA,"Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT16716"
"2",1694129798024,"07/09/2023 23:36:38",1694115398024,-4,"07/09/2023 15:36:38",142342,3,"questionnaire-uu2n",NA,31574464,9338259,NA,"complete","gnzhav","3X1FV8S5J3QRNC6KZW96WK5MS3KGVI","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","GHFIEJDKCAB",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",5884.60000000894,5868.909,5884.60000000894,5884.60000000894,5868.909,5884.60000000894,1,5884.60000000894,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPAMT16716"
"3",1694129798025,"07/09/2023 23:36:38",1694115398025,-4,"07/09/2023 15:36:38",142342,3,"questionnaire-uu2n",NA,31574464,9338259,NA,"complete","gnzhav","3X1FV8S5J3QRNC6KZW96WK5MS3KGVI","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","GHFIEJDKCAB",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",4138.917,5868.909,5885.575,4138.917,5868.909,5885.575,1,4138.917,1746.658,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPAMT16716"
"4",1694129798025,"07/09/2023 23:36:38",1694115398025,-4,"07/09/2023 15:36:38",142342,3,"questionnaire-uu2n",NA,31574464,9338259,NA,"complete","gnzhav","3X1FV8S5J3QRNC6KZW96WK5MS3KGVI","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","GHFIEJDKCAB",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",4725.799,5868.909,5885.575,4725.799,5868.909,5885.575,1,4725.799,1159.776,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPAMT16716"
"5",1694129798025,"07/09/2023 23:36:38",1694115398025,-4,"07/09/2023 15:36:38",142342,3,"questionnaire-uu2n",NA,31574464,9338259,NA,"complete","gnzhav","3X1FV8S5J3QRNC6KZW96WK5MS3KGVI","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","GHFIEJDKCAB",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",5225.824,5868.909,5885.575,5225.824,5868.909,5885.575,1,5225.824,659.750999999999,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPAMT16716"
"6",1694129802118,"07/09/2023 23:36:42",1694115402118,-4,"07/09/2023 15:36:42",142342,3,"questionnaire-uu2n",NA,31574464,9338259,NA,"complete","gnzhav","3X1FV8S5J3QRNC6KZW96WK5MS3KGVI","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","GHFIEJDKCAB",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",4109.69100000894,4106.158,4109.69100000894,4109.69100000894,4106.158,4109.69100000894,1,4109.69100000894,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPAMT16716"
"7",1694129802118,"07/09/2023 23:36:42",1694115402118,-4,"07/09/2023 15:36:42",142342,3,"questionnaire-uu2n",NA,31574464,9338259,NA,"complete","gnzhav","3X1FV8S5J3QRNC6KZW96WK5MS3KGVI","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","GHFIEJDKCAB",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","6",1825.812,4106.158,4110.19100000894,1825.812,4106.158,4110.19100000894,1,1825.812,2284.37900000894,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPAMT16716"
"8",1694129802118,"07/09/2023 23:36:42",1694115402118,-4,"07/09/2023 15:36:42",142342,3,"questionnaire-uu2n",NA,31574464,9338259,NA,"complete","gnzhav","3X1FV8S5J3QRNC6KZW96WK5MS3KGVI","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","GHFIEJDKCAB",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","5",2691.583,4106.158,4110.49100000596,2691.583,4106.158,4110.49100000596,1,2691.583,1418.90800000596,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPAMT16716"
"9",1694129802119,"07/09/2023 23:36:42",1694115402119,-4,"07/09/2023 15:36:42",142342,3,"questionnaire-uu2n",NA,31574464,9338259,NA,"complete","gnzhav","3X1FV8S5J3QRNC6KZW96WK5MS3KGVI","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","GHFIEJDKCAB",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","6",3268.202,4106.158,4110.89099999702,3268.202,4106.158,4110.89099999702,1,3268.202,842.688999997019,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPAMT16716"
"10",1694129805719,"07/09/2023 23:36:45",1694115405719,-4,"07/09/2023 15:36:45",142342,3,"questionnaire-uu2n",NA,31574464,9338259,NA,"complete","gnzhav","3X1FV8S5J3QRNC6KZW96WK5MS3KGVI","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","GHFIEJDKCAB",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",3604.333,3587.667,3604.333,3604.333,3587.667,3604.333,1,3604.333,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPAMT16716"
"11",1694129805722,"07/09/2023 23:36:45",1694115405722,-4,"07/09/2023 15:36:45",142342,3,"questionnaire-uu2n",NA,31574464,9338259,NA,"complete","gnzhav","3X1FV8S5J3QRNC6KZW96WK5MS3KGVI","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","GHFIEJDKCAB",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","6",1186.564,3587.667,3604.333,1186.564,3587.667,3604.333,1,1186.564,2417.769,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPAMT16716"
