"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID"
"12",1694451561125,"11/09/2023 16:59:21",1694433561125,-5,"11/09/2023 06:59:21",142342,3,"questionnaire-uu2n",NA,31626018,9347681,NA,"complete","nfrksp","3ATPCQ38JE97HFOMI74G7XYDC7EAYE","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1360x768","1360x651",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKA",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","4",2233.695,3544.385,3561.05099999999,2233.695,3544.385,3561.05099999999,1,2233.695,1327.35599999999,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPAMT72552"
"13",1694451561126,"11/09/2023 16:59:21",1694433561126,-5,"11/09/2023 06:59:21",142342,3,"questionnaire-uu2n",NA,31626018,9347681,NA,"complete","nfrksp","3ATPCQ38JE97HFOMI74G7XYDC7EAYE","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1360x768","1360x651",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKA",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","4",2929.336,3544.385,3561.05099999999,2929.336,3544.385,3561.05099999999,1,2929.336,631.714999999997,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPAMT72552"
"14",1694451561128,"11/09/2023 16:59:21",1694433561128,-5,"11/09/2023 06:59:21",142342,3,"questionnaire-uu2n",NA,31626018,9347681,NA,"complete","nfrksp","3ATPCQ38JE97HFOMI74G7XYDC7EAYE","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1360x768","1360x651",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKA",NA,"Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT72552"
"1",1694449378742,"11/09/2023 16:22:58",1694434978742,-4,"11/09/2023 08:22:58",142342,3,"questionnaire-uu2n",NA,31626677,9347855,NA,"complete","gqpfeh","3CPLWGV3MUYZ0XA3JZH5UMPM4VM9NK","computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","GHFIEJDKCAB",NA,"Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT97544"
"2",1694449438993,"11/09/2023 16:23:58",1694435038993,-4,"11/09/2023 08:23:58",142342,3,"questionnaire-uu2n",NA,31626677,9347855,NA,"complete","gqpfeh","3CPLWGV3MUYZ0XA3JZH5UMPM4VM9NK","computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","GHFIEJDKCAB",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",60268.543,60251.877,60268.543,60268.543,60251.877,60268.543,1,60268.543,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPAMT97544"
"3",1694449438997,"11/09/2023 16:23:58",1694435038997,-4,"11/09/2023 08:23:58",142342,3,"questionnaire-uu2n",NA,31626677,9347855,NA,"complete","gqpfeh","3CPLWGV3MUYZ0XA3JZH5UMPM4VM9NK","computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","GHFIEJDKCAB",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","3",55480.171,60251.877,60268.543,55480.171,60251.877,60268.543,1,55480.171,4788.372,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPAMT97544"
"4",1694449438998,"11/09/2023 16:23:58",1694435038998,-4,"11/09/2023 08:23:58",142342,3,"questionnaire-uu2n",NA,31626677,9347855,NA,"complete","gqpfeh","3CPLWGV3MUYZ0XA3JZH5UMPM4VM9NK","computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","GHFIEJDKCAB",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",57627.846,60251.877,60268.543,57627.846,60251.877,60268.543,1,57627.846,2640.697,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPAMT97544"
"5",1694449438998,"11/09/2023 16:23:58",1694435038998,-4,"11/09/2023 08:23:58",142342,3,"questionnaire-uu2n",NA,31626677,9347855,NA,"complete","gqpfeh","3CPLWGV3MUYZ0XA3JZH5UMPM4VM9NK","computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","GHFIEJDKCAB",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",59699.303,60251.877,60268.543,59699.303,60251.877,60268.543,1,59699.303,569.239999999998,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPAMT97544"
"6",1694449449137,"11/09/2023 16:24:09",1694435049137,-4,"11/09/2023 08:24:09",142342,3,"questionnaire-uu2n",NA,31626677,9347855,NA,"complete","gqpfeh","3CPLWGV3MUYZ0XA3JZH5UMPM4VM9NK","computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","GHFIEJDKCAB",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",10167.6109998093,10157.077,10167.6109998093,10167.6109998093,10157.077,10167.6109998093,1,10167.6109998093,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPAMT97544"
"7",1694449449140,"11/09/2023 16:24:09",1694435049140,-4,"11/09/2023 08:24:09",142342,3,"questionnaire-uu2n",NA,31626677,9347855,NA,"complete","gqpfeh","3CPLWGV3MUYZ0XA3JZH5UMPM4VM9NK","computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","GHFIEJDKCAB",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","5",2808.10600000001,10157.077,10171.2110001907,2808.10600000001,10157.077,10171.2110001907,1,2808.10600000001,7363.10500019073,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPAMT97544"
"8",1694449449141,"11/09/2023 16:24:09",1694435049141,-4,"11/09/2023 08:24:09",142342,3,"questionnaire-uu2n",NA,31626677,9347855,NA,"complete","gqpfeh","3CPLWGV3MUYZ0XA3JZH5UMPM4VM9NK","computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","GHFIEJDKCAB",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","3",5059.047,10157.077,10171.7110001907,5059.047,10157.077,10171.7110001907,1,5059.047,5112.66400019074,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPAMT97544"
"9",1694449449141,"11/09/2023 16:24:09",1694435049141,-4,"11/09/2023 08:24:09",142342,3,"questionnaire-uu2n",NA,31626677,9347855,NA,"complete","gqpfeh","3CPLWGV3MUYZ0XA3JZH5UMPM4VM9NK","computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","GHFIEJDKCAB",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","4",7325.382,10157.077,10172.411,7325.382,10157.077,10172.411,1,7325.382,2847.029,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPAMT97544"
"10",1694449456813,"11/09/2023 16:24:16",1694435056813,-4,"11/09/2023 08:24:16",142342,3,"questionnaire-uu2n",NA,31626677,9347855,NA,"complete","gqpfeh","3CPLWGV3MUYZ0XA3JZH5UMPM4VM9NK","computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","GHFIEJDKCAB",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",7686.73399961853,7673.435,7686.73399961853,7686.73399961853,7673.435,7686.73399961853,1,7686.73399961853,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPAMT97544"
"11",1694449456814,"11/09/2023 16:24:16",1694435056814,-4,"11/09/2023 08:24:16",142342,3,"questionnaire-uu2n",NA,31626677,9347855,NA,"complete","gqpfeh","3CPLWGV3MUYZ0XA3JZH5UMPM4VM9NK","computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","GHFIEJDKCAB",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","4",4006.09700000001,7673.435,7687.63400019074,4006.09700000001,7673.435,7687.63400019074,1,4006.09700000001,3681.53700019073,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPAMT97544"
"12",1694449456814,"11/09/2023 16:24:16",1694435056814,-4,"11/09/2023 08:24:16",142342,3,"questionnaire-uu2n",NA,31626677,9347855,NA,"complete","gqpfeh","3CPLWGV3MUYZ0XA3JZH5UMPM4VM9NK","computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","GHFIEJDKCAB",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","5",5715.93000000001,7673.435,7688.23399961853,5715.93000000001,7673.435,7688.23399961853,1,5715.93000000001,1972.30399961853,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPAMT97544"
"13",1694449456815,"11/09/2023 16:24:16",1694435056815,-4,"11/09/2023 08:24:16",142342,3,"questionnaire-uu2n",NA,31626677,9347855,NA,"complete","gqpfeh","3CPLWGV3MUYZ0XA3JZH5UMPM4VM9NK","computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","GHFIEJDKCAB",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","4",6454.94100000001,7673.435,7688.834,6454.94100000001,7673.435,7688.834,1,6454.94100000001,1233.893,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPAMT97544"
"14",1694449456820,"11/09/2023 16:24:16",1694435056820,-4,"11/09/2023 08:24:16",142342,3,"questionnaire-uu2n",NA,31626677,9347855,NA,"complete","gqpfeh","3CPLWGV3MUYZ0XA3JZH5UMPM4VM9NK","computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","GHFIEJDKCAB",NA,"Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT97544"
"1",1694450811241,"11/09/2023 16:46:51",1694436411241,-4,"11/09/2023 08:46:51",142342,3,"questionnaire-uu2n",NA,31627200,9347969,NA,"complete","iydyll","3H8DHMCCWFAAVH2HY2UROQR81LVDKZ","computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGAFBECD",NA,"Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT35426"
"2",1694450825475,"11/09/2023 16:47:05",1694436425475,-4,"11/09/2023 08:47:05",142342,3,"questionnaire-uu2n",NA,31627200,9347969,NA,"complete","iydyll","3H8DHMCCWFAAVH2HY2UROQR81LVDKZ","computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGAFBECD",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",14252.42,14235.754,14252.42,14252.42,14235.754,14252.42,1,14252.42,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPAMT35426"
"3",1694450825478,"11/09/2023 16:47:05",1694436425478,-4,"11/09/2023 08:47:05",142342,3,"questionnaire-uu2n",NA,31627200,9347969,NA,"complete","iydyll","3H8DHMCCWFAAVH2HY2UROQR81LVDKZ","computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGAFBECD",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",1807.097,14235.754,14252.42,1807.097,14235.754,14252.42,1,1807.097,12445.323,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPAMT35426"
"4",1694450825479,"11/09/2023 16:47:05",1694436425479,-4,"11/09/2023 08:47:05",142342,3,"questionnaire-uu2n",NA,31627200,9347969,NA,"complete","iydyll","3H8DHMCCWFAAVH2HY2UROQR81LVDKZ","computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGAFBECD",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",8449.31,14235.754,14252.42,8449.31,14235.754,14252.42,1,8449.31,5803.11,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPAMT35426"
"5",1694450825479,"11/09/2023 16:47:05",1694436425479,-4,"11/09/2023 08:47:05",142342,3,"questionnaire-uu2n",NA,31627200,9347969,NA,"complete","iydyll","3H8DHMCCWFAAVH2HY2UROQR81LVDKZ","computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGAFBECD",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",9302.015,14235.754,14252.42,9302.015,14235.754,14252.42,1,9302.015,4950.405,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPAMT35426"
"6",1694450832037,"11/09/2023 16:47:12",1694436432037,-4,"11/09/2023 08:47:12",142342,3,"questionnaire-uu2n",NA,31627200,9347969,NA,"complete","iydyll","3H8DHMCCWFAAVH2HY2UROQR81LVDKZ","computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGAFBECD",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",6582.383,6565.717,6582.383,6582.383,6565.717,6582.383,1,6582.383,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPAMT35426"
"7",1694450832037,"11/09/2023 16:47:12",1694436432037,-4,"11/09/2023 08:47:12",142342,3,"questionnaire-uu2n",NA,31627200,9347969,NA,"complete","iydyll","3H8DHMCCWFAAVH2HY2UROQR81LVDKZ","computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGAFBECD",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","5",1690.724,6565.717,6582.383,1690.724,6565.717,6582.383,1,1690.724,4891.659,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPAMT35426"
"8",1694450832038,"11/09/2023 16:47:12",1694436432038,-4,"11/09/2023 08:47:12",142342,3,"questionnaire-uu2n",NA,31627200,9347969,NA,"complete","iydyll","3H8DHMCCWFAAVH2HY2UROQR81LVDKZ","computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGAFBECD",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","3",2404.008,6565.717,6582.383,2404.008,6565.717,6582.383,1,2404.008,4178.375,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPAMT35426"
"9",1694450832039,"11/09/2023 16:47:12",1694436432039,-4,"11/09/2023 08:47:12",142342,3,"questionnaire-uu2n",NA,31627200,9347969,NA,"complete","iydyll","3H8DHMCCWFAAVH2HY2UROQR81LVDKZ","computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGAFBECD",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","7",3348.381,6565.717,6582.383,3348.381,6565.717,6582.383,1,3348.381,3234.002,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPAMT35426"
"10",1694450837359,"11/09/2023 16:47:17",1694436437359,-4,"11/09/2023 08:47:17",142342,3,"questionnaire-uu2n",NA,31627200,9347969,NA,"complete","iydyll","3H8DHMCCWFAAVH2HY2UROQR81LVDKZ","computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGAFBECD",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",5338.243,5321.577,5338.243,5338.243,5321.577,5338.243,1,5338.243,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPAMT35426"
"11",1694450837364,"11/09/2023 16:47:17",1694436437364,-4,"11/09/2023 08:47:17",142342,3,"questionnaire-uu2n",NA,31627200,9347969,NA,"complete","iydyll","3H8DHMCCWFAAVH2HY2UROQR81LVDKZ","computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGAFBECD",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","6",1616.348,5321.577,5338.243,1616.348,5321.577,5338.243,1,1616.348,3721.895,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPAMT35426"
"12",1694450837365,"11/09/2023 16:47:17",1694436437365,-4,"11/09/2023 08:47:17",142342,3,"questionnaire-uu2n",NA,31627200,9347969,NA,"complete","iydyll","3H8DHMCCWFAAVH2HY2UROQR81LVDKZ","computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGAFBECD",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","4",2402.923,5321.577,5338.243,2402.923,5321.577,5338.243,1,2402.923,2935.32,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPAMT35426"
"13",1694450837366,"11/09/2023 16:47:17",1694436437366,-4,"11/09/2023 08:47:17",142342,3,"questionnaire-uu2n",NA,31627200,9347969,NA,"complete","iydyll","3H8DHMCCWFAAVH2HY2UROQR81LVDKZ","computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGAFBECD",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","8",4508.351,5321.577,5338.243,4508.351,5321.577,5338.243,1,4508.351,829.891999999996,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPAMT35426"
"14",1694450837371,"11/09/2023 16:47:17",1694436437371,-4,"11/09/2023 08:47:17",142342,3,"questionnaire-uu2n",NA,31627200,9347969,NA,"complete","iydyll","3H8DHMCCWFAAVH2HY2UROQR81LVDKZ","computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGAFBECD",NA,"Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT35426"
"1",1694458800258,"11/09/2023 19:00:00",1694437200258,-6,"11/09/2023 07:00:00",142342,3,"questionnaire-uu2n",NA,31627502,9348010,NA,"complete","mtbyez","3YW4XOSQKWKU6IRHCNEYTBZXCP61US","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x651",NA,NA,0,"BIQ (Charlotte)",2,"In","JKIAHBGCFDE",NA,"Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT63935"
"2",1694458811691,"11/09/2023 19:00:11",1694437211691,-6,"11/09/2023 07:00:11",142342,3,"questionnaire-uu2n",NA,31627502,9348010,NA,"complete","mtbyez","3YW4XOSQKWKU6IRHCNEYTBZXCP61US","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x651",NA,NA,0,"BIQ (Charlotte)",2,"In","JKIAHBGCFDE",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",11468.75,11437.5,11468.75,11468.75,11437.5,11468.75,1,11468.75,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPAMT63935"
"3",1694458811694,"11/09/2023 19:00:11",1694437211694,-6,"11/09/2023 07:00:11",142342,3,"questionnaire-uu2n",NA,31627502,9348010,NA,"complete","mtbyez","3YW4XOSQKWKU6IRHCNEYTBZXCP61US","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x651",NA,NA,0,"BIQ (Charlotte)",2,"In","JKIAHBGCFDE",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",6218.75,11437.5,11468.75,6218.75,11437.5,11468.75,1,6218.75,5250,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPAMT63935"
"4",1694458811695,"11/09/2023 19:00:11",1694437211695,-6,"11/09/2023 07:00:11",142342,3,"questionnaire-uu2n",NA,31627502,9348010,NA,"complete","mtbyez","3YW4XOSQKWKU6IRHCNEYTBZXCP61US","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x651",NA,NA,0,"BIQ (Charlotte)",2,"In","JKIAHBGCFDE",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",6781.25,11437.5,11468.75,6781.25,11437.5,11468.75,1,6781.25,4687.5,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPAMT63935"
"5",1694458811695,"11/09/2023 19:00:11",1694437211695,-6,"11/09/2023 07:00:11",142342,3,"questionnaire-uu2n",NA,31627502,9348010,NA,"complete","mtbyez","3YW4XOSQKWKU6IRHCNEYTBZXCP61US","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x651",NA,NA,0,"BIQ (Charlotte)",2,"In","JKIAHBGCFDE",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",8468.75,11437.5,11468.75,8468.75,11437.5,11468.75,1,8468.75,3000,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPAMT63935"
"6",1694458817421,"11/09/2023 19:00:17",1694437217421,-6,"11/09/2023 07:00:17",142342,3,"questionnaire-uu2n",NA,31627502,9348010,NA,"complete","mtbyez","3YW4XOSQKWKU6IRHCNEYTBZXCP61US","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x651",NA,NA,0,"BIQ (Charlotte)",2,"In","JKIAHBGCFDE",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",5779.25,5750,5779.25,5779.25,5750,5779.25,1,5779.25,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPAMT63935"
"7",1694458817422,"11/09/2023 19:00:17",1694437217422,-6,"11/09/2023 07:00:17",142342,3,"questionnaire-uu2n",NA,31627502,9348010,NA,"complete","mtbyez","3YW4XOSQKWKU6IRHCNEYTBZXCP61US","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x651",NA,NA,0,"BIQ (Charlotte)",2,"In","JKIAHBGCFDE",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","3",3812.5,5750,5781.25,3812.5,5750,5781.25,1,3812.5,1968.75,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPAMT63935"
"8",1694458817422,"11/09/2023 19:00:17",1694437217422,-6,"11/09/2023 07:00:17",142342,3,"questionnaire-uu2n",NA,31627502,9348010,NA,"complete","mtbyez","3YW4XOSQKWKU6IRHCNEYTBZXCP61US","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x651",NA,NA,0,"BIQ (Charlotte)",2,"In","JKIAHBGCFDE",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","4",4468.75,5750,5781.25,4468.75,5750,5781.25,1,4468.75,1312.5,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPAMT63935"
"9",1694458817423,"11/09/2023 19:00:17",1694437217423,-6,"11/09/2023 07:00:17",142342,3,"questionnaire-uu2n",NA,31627502,9348010,NA,"complete","mtbyez","3YW4XOSQKWKU6IRHCNEYTBZXCP61US","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x651",NA,NA,0,"BIQ (Charlotte)",2,"In","JKIAHBGCFDE",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","3",5093.75,5750,5781.25,5093.75,5750,5781.25,1,5093.75,687.5,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPAMT63935"
"10",1694458820340,"11/09/2023 19:00:20",1694437220340,-6,"11/09/2023 07:00:20",142342,3,"questionnaire-uu2n",NA,31627502,9348010,NA,"complete","mtbyez","3YW4XOSQKWKU6IRHCNEYTBZXCP61US","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x651",NA,NA,0,"BIQ (Charlotte)",2,"In","JKIAHBGCFDE",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",2937.5,2906.25,2937.5,2937.5,2906.25,2937.5,1,2937.5,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPAMT63935"
"11",1694458820341,"11/09/2023 19:00:20",1694437220341,-6,"11/09/2023 07:00:20",142342,3,"questionnaire-uu2n",NA,31627502,9348010,NA,"complete","mtbyez","3YW4XOSQKWKU6IRHCNEYTBZXCP61US","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x651",NA,NA,0,"BIQ (Charlotte)",2,"In","JKIAHBGCFDE",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","4",1281.25,2906.25,2937.5,1281.25,2906.25,2937.5,1,1281.25,1656.25,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPAMT63935"
